"subject","wave","time","y","Y_tm1","Y_tm1d","ctime","mtime"
"1","1",1,0.5,0.135932551307147,0.135932551307147,0.01,0.255
"1","1",2,0.787870784641152,0.5,0.5,0.02,0.255
"1","1",3,0.284218663148201,0.787870784641152,0.787870784641152,0.03,0.255
"1","1",4,0.572313288256579,0.284218663148201,0.284218663148201,0.04,0.255
"1","1",5,0.509504653467343,0.572313288256579,0.572313288256579,0.05,0.255
"1","1",6,1.35111697419146,0.509504653467343,0.509504653467343,0.06,0.255
"1","1",7,0.547186266033115,1.35111697419146,1.35111697419146,0.07,0.255
"1","1",8,0.396749028074807,0.547186266033115,0.547186266033115,0.08,0.255
"1","1",9,-1.35227805271653,0.396749028074807,0.396749028074807,0.09,0.255
"1","1",10,-0.87106982925748,-1.35227805271653,-1.35227805271653,0.1,0.255
"1","1",11,0.846902278639416,-0.87106982925748,-0.87106982925748,0.11,0.255
"1","1",12,1.1471670162277,0.846902278639416,0.846902278639416,0.12,0.255
"1","1",13,1.72170120875459,1.1471670162277,1.1471670162277,0.13,0.255
"1","1",14,0.877178804936717,1.72170120875459,1.72170120875459,0.14,0.255
"1","1",15,0.208820224593065,0.877178804936717,0.877178804936717,0.15,0.255
"1","1",16,-0.119191769579303,0.208820224593065,0.208820224593065,0.16,0.255
"1","1",17,-0.865654106316617,-0.119191769579303,-0.119191769579303,0.17,0.255
"1","1",18,-0.866470231895304,-0.865654106316617,-0.865654106316617,0.18,0.255
"1","1",19,-0.489724682088484,-0.866470231895304,-0.866470231895304,0.19,0.255
"1","1",20,-0.333782146732832,-0.489724682088484,-0.489724682088484,0.2,0.255
"1","1",21,-0.70726948092652,-0.333782146732832,-0.333782146732832,0.21,0.255
"1","1",22,-0.373511650401017,-0.70726948092652,-0.70726948092652,0.22,0.255
"1","1",23,-1.25576543570328,-0.373511650401017,-0.373511650401017,0.23,0.255
"1","1",24,-1.09657822814782,-1.25576543570328,-1.25576543570328,0.24,0.255
"1","1",25,0.382163411645557,-1.09657822814782,-1.09657822814782,0.25,0.255
"1","1",26,0.556979928390296,0.382163411645557,0.382163411645557,0.26,0.255
"1","1",27,0.544162635563172,0.556979928390296,0.556979928390296,0.27,0.255
"1","1",28,0.851697387894035,0.544162635563172,0.544162635563172,0.28,0.255
"1","1",29,0.989525722764374,0.851697387894035,0.851697387894035,0.29,0.255
"1","1",30,0.100399135429588,0.989525722764374,0.989525722764374,0.3,0.255
"1","1",31,0.754190614902467,0.100399135429588,0.100399135429588,0.31,0.255
"1","1",32,0.341350075453937,0.754190614902467,0.754190614902467,0.32,0.255
"1","1",33,0.10827955309471,0.341350075453937,0.341350075453937,0.33,0.255
"1","1",34,0.551434034924764,0.10827955309471,0.10827955309471,0.34,0.255
"1","1",35,0.624408295658222,0.551434034924764,0.551434034924764,0.35,0.255
"1","1",36,-0.224055114128456,0.624408295658222,0.624408295658222,0.36,0.255
"1","1",37,1.08975737713096,-0.224055114128456,-0.224055114128456,0.37,0.255
"1","1",38,1.75326263135732,1.08975737713096,1.08975737713096,0.38,0.255
"1","1",39,0.0419807266220384,1.75326263135732,1.75326263135732,0.39,0.255
"1","1",40,-0.748317905733606,0.0419807266220384,0.0419807266220384,0.4,0.255
"1","1",41,-0.272121921714455,-0.748317905733606,-0.748317905733606,0.41,0.255
"1","1",42,-0.322491396909399,-0.272121921714455,-0.272121921714455,0.42,0.255
"1","1",43,-0.0194411184079339,-0.322491396909399,-0.322491396909399,0.43,0.255
"1","1",44,0.039985553916659,-0.0194411184079339,-0.0194411184079339,0.44,0.255
"1","1",45,-0.441554411962146,0.039985553916659,0.039985553916659,0.45,0.255
"1","1",46,-0.303502223588462,-0.441554411962146,-0.441554411962146,0.46,0.255
"1","1",47,0.182202914875112,-0.303502223588462,-0.303502223588462,0.47,0.255
"1","1",48,-0.766215713489569,0.182202914875112,0.182202914875112,0.48,0.255
"1","1",49,-0.572818756837966,-0.766215713489569,-0.766215713489569,0.49,0.255
"1","1",50,-1.03122585463026,-0.572818756837966,-0.572818756837966,0.5,0.255
"2","1",1,0.842131717995995,0.826915785109981,0.826915785109981,0.01,0.255
"2","1",2,0.588130212027906,0.842131717995995,0.842131717995995,0.02,0.255
"2","1",3,-1.18409958928138,0.588130212027906,0.588130212027906,0.03,0.255
"2","1",4,0.140054341347775,-1.18409958928138,-1.18409958928138,0.04,0.255
"2","1",5,0.0410307530108703,0.140054341347775,0.140054341347775,0.05,0.255
"2","1",6,0.465047523514663,0.0410307530108703,0.0410307530108703,0.06,0.255
"2","1",7,0.996727997465286,0.465047523514663,0.465047523514663,0.07,0.255
"2","1",8,0.422140419152371,0.996727997465286,0.996727997465286,0.08,0.255
"2","1",9,1.74645286354757,0.422140419152371,0.422140419152371,0.09,0.255
"2","1",10,0.269840241107875,1.74645286354757,1.74645286354757,0.1,0.255
"2","1",11,0.648531992328082,0.269840241107875,0.269840241107875,0.11,0.255
"2","1",12,0.352377187101727,0.648531992328082,0.648531992328082,0.12,0.255
"2","1",13,0.338786482412441,0.352377187101727,0.352377187101727,0.13,0.255
"2","1",14,0.240222848667856,0.338786482412441,0.338786482412441,0.14,0.255
"2","1",15,-0.68955649463061,0.240222848667856,0.240222848667856,0.15,0.255
"2","1",16,0.0136352380174734,-0.68955649463061,-0.68955649463061,0.16,0.255
"2","1",17,-0.27427492110182,0.0136352380174734,0.0136352380174734,0.17,0.255
"2","1",18,1.04362963107239,-0.27427492110182,-0.27427492110182,0.18,0.255
